time,OD_1-1,OD_1-2,OD_1-3,OD_1-4,OD_1-5,OD_1-6,OD_1-7,OD_1-8,OD_1-9,OD_1-10,OD_1-11,OD_1-12,OD_1-13,OD_1-14,OD_2-1,OD_2-2,OD_2-3,OD_2-4,OD_2-5,OD_2-6,OD_2-7,OD_2-8,OD_2-9,OD_2-10,OD_2-11,OD_2-12,OD_2-13,OD_2-14,OD_3-1,OD_3-2,OD_3-3,OD_3-4,OD_3-5,OD_3-6,OD_3-7,OD_3-8,OD_3-9,OD_3-10,OD_3-11,OD_3-12,OD_3-13,OD_3-14,OD_4-1,OD_4-2,OD_4-3,OD_4-4,OD_4-5,OD_4-6,OD_4-7,OD_4-8,OD_4-9,OD_4-10,OD_4-11,OD_4-12,OD_4-13,OD_4-14,OD_5-1,OD_5-2,OD_5-3,OD_5-4,OD_5-5,OD_5-6,OD_5-7,OD_5-8,OD_5-9,OD_5-10,OD_5-11,OD_5-12,OD_5-13,OD_5-14,OD_6-1,OD_6-2,OD_6-3,OD_6-4,OD_6-5,OD_6-6,OD_6-7,OD_6-8,OD_6-9,OD_6-10,OD_6-11,OD_6-12,OD_6-13,OD_6-14,OD_7-1,OD_7-2,OD_7-3,OD_7-4,OD_7-5,OD_7-6,OD_7-7,OD_7-8,OD_7-9,OD_7-10,OD_7-11,OD_7-12,OD_7-13,OD_7-14,OD_8-1,OD_8-2,OD_8-3,OD_8-4,OD_8-5,OD_8-6,OD_8-7,OD_8-8,OD_8-9,OD_8-10,OD_8-11,OD_8-12,OD_8-13,OD_8-14,OD_9-1,OD_9-2,OD_9-3,OD_9-4,OD_9-5,OD_9-6,OD_9-7,OD_9-8,OD_9-9,OD_9-10,OD_9-11,OD_9-12,OD_9-13,OD_9-14,OD_10-1,OD_10-2,OD_10-3,OD_10-4,OD_10-5,OD_10-6,OD_10-7,OD_10-8,OD_10-9,OD_10-10,OD_10-11,OD_10-12,OD_10-13,OD_10-14,OD_11-1,OD_11-2,OD_11-3,OD_11-4,OD_11-5,OD_11-6,OD_11-7,OD_11-8,OD_11-9,OD_11-10,OD_11-11,OD_11-12,OD_11-13,OD_11-14,OD_12-1,OD_12-2,OD_12-3,OD_12-4,OD_12-5,OD_12-6,OD_12-7,OD_12-8,OD_12-9,OD_12-10,OD_12-11,OD_12-12,OD_12-13,OD_12-14,OD_13-1,OD_13-2,OD_13-3,OD_13-4,OD_13-5,OD_13-6,OD_13-7,OD_13-8,OD_13-9,OD_13-10,OD_13-11,OD_13-12,OD_13-13,OD_13-14,OD_14-1,OD_14-2,OD_14-3,OD_14-4,OD_14-5,OD_14-6,OD_14-7,OD_14-8,OD_14-9,OD_14-10,OD_14-11,OD_14-12,OD_14-13,OD_14-14
2020-09-28 09:59:59,0,3144,34471,4217,37154,14513,2146,2917,8260,18969,36284,35590,20547,15328,26688,0,28400,26195,25976,1008,1848,27314,5523,1837,26544,27873,24967,27184,4084,1634,0,2176,2066,2767,1470,3001,3679,0,17668,2995,12368,14484,2754,3768,8879,0,26880,6898,12475,28588,3598,42963,44932,44704,2849,14622,2955,3576,37408,12740,0,4885,3098,9116,22550,1746,4151,27735,34987,25545,7590,1008,2552,49379,37852,0,2878,11597,3564,586,42988,49362,50134,4017,20253,21066,20609,3879,5194,2664,0,2491,2618,1746,16024,10830,22128,4259,28992,3650,10147,32106,10533,3876,2473,0,2786,3110,22205,33095,33136,2350,47928,3854,46094,3881,45808,48092,2586,46830,0,1944,3380,7007,8295,19006,8769,4832,0,51216,47847,6798,1947,376,11322,0,48604,34246,42490,4742,46336,3525,3246,3548,29925,8563,648,50283,48893,3712,0,3794,47165,48186,53264,4147,55330,3564,57890,10918,929,47587,6844,7567,4063,0,37119,51229,5388,2421,612,27784,19591,8468,1914,7510,2574,20144,17647,20553,0,27204,4332,4365,1935,3246,21504,3442,24067,2529,4732,531,18355,3043,4679,0
2020-09-28 10:00:59,0,3208,34225,3671,37231,6976,2111,3037,6747,10829,34836,35342,26978,22423,25774,0,29410,25079,25822,1035,1909,27068,4966,8782,26544,27030,25591,25741,3599,1670,0,2178,2030,2892,1452,3591,3662,0,13220,3033,17384,15777,2732,3870,2414,0,28599,6889,2496,20928,3194,42348,40070,44055,2870,6491,2678,3569,32292,18426,0,5381,2708,9323,22046,1742,5653,32283,36054,30269,5294,1022,2679,49172,30524,0,2937,12328,5215,1447,50662,51187,36036,3792,21844,21576,21214,3010,3567,2700,0,2278,2632,1764,20076,13388,22110,4199,29433,4834,3614,32480,7158,4155,2028,0,3504,2270,14968,20343,22199,2360,46184,3318,43531,3672,43643,48012,2558,45718,0,1724,3416,3818,9851,25799,10005,3395,0,48832,48830,27633,1916,345,7928,0,49104,29328,48758,7338,47196,3715,2807,3272,29222,28951,756,50527,48436,3603,0,6795,46322,46770,53274,5749,55384,3578,57936,5154,1458,43781,6699,9330,4089,0,54814,53968,2250,2689,648,29003,18852,8464,1895,5446,2606,20626,17585,17201,0,27650,3110,2442,4359,3154,18399,3715,23525,2044,3452,780,12105,3107,11525,0
2020-09-28 10:01:59,0,3169,34191,3312,36712,7126,2225,2730,7286,11288,34685,35792,35102,11959,26224,0,26592,26224,26238,1008,1864,27198,4506,4656,27504,27026,25915,26544,4207,1674,0,2568,2034,2894,1479,1620,3405,0,16512,2812,15625,13664,6479,3751,3578,0,28956,7540,2880,26555,3148,39523,41088,44148,2970,6578,2646,3535,35231,10027,0,5152,2898,8304,22136,1764,5017,32557,34730,28857,7349,1008,2552,49902,38499,0,2823,11410,11026,1782,51986,49983,36117,2759,21450,21120,20268,2924,4729,2674,0,2114,2623,1746,20076,15095,22124,3759,31112,4747,5236,32052,9451,3722,2284,0,3186,3136,15786,32476,15812,2453,46942,4757,46313,3311,46037,46980,2539,47318,0,1746,3434,5999,8416,16882,2893,3189,0,49377,49266,48977,1888,328,11617,0,47030,24218,45465,36067,47104,3777,8354,3326,24434,50881,756,49255,47487,3631,0,4747,43334,47754,52800,4366,57302,3510,56838,6460,996,41510,6814,10311,4090,0,37262,54932,2268,2452,612,28283,15495,8584,1860,6914,2592,20152,20363,19818,0,27650,2908,2468,5777,3072,25478,3303,24823,2105,3191,1466,15236,3122,4160,0
2020-09-28 10:02:59,0,3158,34933,3547,37235,8344,2125,2744,7820,16481,34850,35792,36148,25214,26242,0,29410,26688,26190,1040,1922,27010,6061,3552,24921,26544,26722,27500,3821,1670,0,2158,1980,2864,1468,1979,2261,0,16651,7599,16104,14531,5029,3751,2822,0,20655,7001,2639,24436,3168,42546,39941,44090,2814,7311,2664,3811,37109,8148,0,4802,2549,9549,22028,1746,4455,39806,37197,34681,6526,1040,2520,47998,31085,0,2834,13121,11421,1778,51986,44796,36270,3363,21862,21130,21752,2917,3717,2897,0,2187,2668,1760,20090,8593,22092,4184,27546,4000,3504,32102,11158,3845,2422,0,2818,2843,22208,30551,14361,2585,46906,3991,46332,3180,39192,47568,2504,46862,0,1764,3402,4046,9595,25221,3453,2941,0,49754,48952,48839,1935,270,3695,0,50078,30127,45885,49210,47674,3493,4221,3258,34501,51231,770,50236,47938,3657,0,11291,44367,48186,52336,4132,56109,3528,58278,6246,952,49258,5445,9693,4381,0,38164,54418,2268,2738,612,28215,16430,8500,1876,7286,3094,19944,15226,10494,0,28124,4317,2789,2780,3208,25966,3577,24063,2144,4727,1778,12835,3069,9913,0
2020-09-28 10:03:59,0,3144,34604,3431,36182,6977,2138,2921,9107,34041,31615,35328,36148,18538,26688,0,28228,26224,26688,1026,1864,28927,5623,2257,27500,26706,27524,27032,4127,1652,0,2659,2048,2892,1432,3007,5332,0,12959,14594,14165,12207,5881,3730,3530,0,15436,7292,2334,28641,8686,42532,43468,44601,3220,6365,2682,3554,40302,9006,0,5285,2880,10923,22547,1764,4594,35877,39053,36614,8027,1026,2548,48672,37883,0,2867,11889,10910,1782,48896,45124,41101,3568,18408,21598,18294,2629,4415,2678,0,2132,2686,1782,20554,12317,22608,3796,28103,5851,4600,32106,10147,3006,1908,0,2700,2413,15529,31395,22562,2560,46956,3596,47011,3140,45045,49418,2630,46260,0,1796,3348,5467,9765,16351,2988,4344,0,49740,49457,49421,1988,384,2568,0,48554,31510,49708,49698,44981,3751,15009,3294,31225,50271,774,43232,47400,4521,0,4995,38246,47762,54652,4033,57312,3582,56931,8992,951,49564,5576,7953,4709,0,39328,54482,2268,2417,626,28714,19254,8526,1846,8090,2646,19948,15574,18530,0,27700,2963,2327,4922,2987,26020,3235,24447,2143,3341,1782,17225,3128,3971,0
2020-09-28 10:04:59,0,3119,33148,2806,37231,6337,2128,2754,7715,36182,35328,35806,37166,15472,25760,0,28923,25604,11123,1058,1864,28611,6128,2345,27968,27008,27643,27662,3989,1670,0,2124,2030,2720,1422,2174,2647,0,7480,2772,15274,12593,2736,3508,2255,0,24376,6372,2286,13073,9888,32818,42056,43574,2870,6165,2678,3017,38334,13018,0,5070,2987,7991,22511,1778,4538,37266,38890,22845,7771,1058,2520,49605,30236,0,2770,14064,10797,1849,52003,46580,49218,4267,22864,21116,21714,2923,4268,2678,0,2054,2641,1782,20568,16167,22110,4372,27886,4409,3565,31598,9125,4053,1971,0,2822,3001,20648,31563,18974,2342,46368,3503,45048,3318,43789,47518,2496,47350,0,1764,3470,3800,8324,22084,6426,3052,0,36892,48311,48160,1884,309,2178,0,49560,25576,50089,49698,46924,3515,23726,3488,32542,49046,788,47857,48974,3692,0,6110,46640,48204,53278,4361,55570,7161,58409,4088,1376,39964,7111,9290,4732,0,47588,53976,2318,2445,630,28201,16661,8525,1850,5649,3281,24523,19514,17974,0,27664,2869,2765,3481,3013,18998,3498,24541,2121,3190,1782,10788,4846,8301,0
2020-09-28 10:05:59,0,3178,34477,2915,37046,7136,3244,3038,8693,35897,35792,34358,36632,21785,25762,0,28718,26706,4896,1026,2963,27710,5344,1676,27024,26613,28015,27505,4107,1929,0,2374,2070,2935,2531,5422,9481,0,17389,3219,14363,12763,2768,4011,2350,0,28997,7096,6957,23156,9171,33021,43150,44929,2904,5966,2682,2960,39826,8934,0,4654,2936,8815,22002,1782,5150,38133,35554,25653,15489,1026,2588,49455,26062,0,4061,11801,11609,1882,52054,40113,34444,3331,20416,21084,18802,3402,4265,2660,0,2132,2655,2070,19598,5639,10681,3874,30638,4468,4293,23636,7174,4171,2372,0,4395,3765,21141,30437,21493,2388,47892,3328,47970,3324,43383,47030,3741,45794,0,1782,3398,3939,9423,20060,8523,3480,0,6648,49962,49296,3674,406,1782,0,46966,27512,48798,49196,47232,3826,6723,3240,25435,50684,738,49506,47934,3567,0,6558,43259,47726,54138,4157,54349,8237,58882,4456,615,49027,6801,10604,4541,0,52899,54450,2268,2697,630,28794,17794,8536,2989,7216,2642,28532,15692,19092,0,28128,4343,2304,3096,2805,19419,3095,24069,2107,4703,1764,14808,3628,5522,0
2020-09-28 10:06:59,0,3384,34659,2772,35685,6681,2428,2917,8103,34801,34704,32647,36650,11874,25760,0,29414,27170,3996,990,1978,27057,4514,12705,27968,26994,25596,27008,2838,1674,0,2228,2034,2672,1466,2372,5248,0,17231,7276,15605,12221,2772,3915,2216,0,27314,7309,2504,28624,8645,40419,43444,43664,3038,6463,2610,2484,39304,11758,0,5211,2644,10842,22550,1782,5813,33576,35199,32434,6252,990,2556,48150,26327,0,3094,13323,10644,1746,51476,33550,47331,3675,20916,20606,19784,2467,4782,2610,0,2128,2659,1796,19598,11986,19820,3654,31590,6122,3020,30189,10463,4402,2260,0,4120,2608,18374,32606,23987,2356,46265,3456,45507,3036,45606,46581,2974,46637,0,1746,3452,4772,11312,21145,8466,3619,0,7979,48257,48694,2328,370,1746,0,48672,35505,48080,46231,43854,3522,5418,3272,23625,51068,738,48568,48956,3631,0,6640,45456,46816,52282,3840,55848,3898,56899,7444,1124,45812,4943,9640,4198,0,40213,52578,2286,2905,630,28316,16455,9022,2024,6096,2754,27048,15406,21522,0,28606,2925,2241,2627,2870,13905,2790,24039,2168,3418,1746,10805,3064,9088,0
2020-09-28 10:07:59,0,3144,33751,2790,38054,16919,2296,3075,7086,35328,35792,34305,36162,24744,26237,0,29392,26228,20209,1860,2026,25814,6152,1615,27504,26995,25039,28140,4322,1652,0,2245,2016,2678,1537,2571,7880,0,15399,3082,14492,12164,2790,4006,2142,0,28695,7026,2304,18995,8819,33296,43394,43302,2853,6615,2718,3323,39284,12263,0,4944,2623,7889,22633,1746,6709,32887,35550,21823,4691,1133,2552,48036,25667,0,3060,10463,12441,2144,50214,50254,34878,3267,17692,21066,17558,3575,3610,2720,0,2124,3991,1764,20090,14173,14742,3517,29996,4929,3972,31853,8174,3866,2357,0,7894,3216,16108,33131,20631,2398,46441,3904,46827,3096,46569,46617,3031,46795,0,1764,3420,4211,8682,23141,8893,2920,0,7864,48762,35400,2213,364,1764,0,48112,31341,46872,46051,45431,3797,5014,3222,29811,36788,770,48417,48440,3606,0,4613,47869,47248,53674,5288,52958,3474,57018,4499,964,45482,5770,8495,3977,0,53378,53940,2282,2492,630,28790,13940,8446,2078,8259,8626,24633,10091,12474,0,28606,2868,3024,2097,3088,10479,3334,22210,2463,3246,1778,16883,3087,9273,0
2020-09-28 10:08:59,0,3169,12937,2808,37718,35747,2404,3069,6727,35345,34836,34808,35678,17050,26233,0,29396,26238,26688,2022,1942,27949,3560,3947,27008,27892,24589,27008,3377,1656,0,2770,2375,3050,1648,3230,9634,0,6789,3355,15178,12712,2808,3539,6286,0,24488,6798,8480,28113,9976,22821,44452,42933,3177,7110,2678,3837,39800,10658,0,4687,2838,8759,19133,1764,4617,33915,35249,18747,4603,275,2636,48754,34201,0,2960,11658,10106,527,50736,47192,35611,3123,19561,20624,18411,2339,4492,2778,0,5087,2739,1764,20076,5343,17258,3824,30187,9482,5543,26477,9473,4080,2010,0,7464,3761,12657,32116,23257,2375,46146,3622,11385,3128,45627,47242,2944,46504,0,1742,3416,6079,11348,24684,8752,3155,0,50774,49457,6698,2292,251,9587,0,49068,22525,50272,45827,43814,3529,9209,3312,31361,8415,756,46435,48000,3567,0,3762,41228,48186,53256,4843,52528,3524,58325,6538,732,41249,7372,9159,4009,0,38911,54928,2282,2907,630,28740,13341,8489,1958,6842,3354,21165,19456,17829,0,27650,4335,2723,3957,3115,16852,3621,24099,2146,4695,1782,13903,3114,6177,0
2020-09-28 10:09:59,0,3443,30372,2800,37026,36415,2421,2673,7689,36603,32763,34818,36632,15494,26238,0,28386,25936,24654,4551,1924,26695,3180,3982,25385,27463,25044,27026,2856,1620,0,2123,2052,2636,1572,3315,1379,0,16845,3192,17538,12629,2800,4909,4145,0,26592,7290,2318,31459,8522,42546,43950,43518,2874,6585,2682,3429,39806,8818,0,5153,2694,11029,22194,1728,4456,34058,36120,26765,5410,686,2520,49112,24838,0,2846,12266,11767,824,51111,48404,36093,3037,21155,20590,20539,2792,3350,2628,0,3329,2748,1818,17510,11046,9453,3967,31334,3019,7100,29927,10367,3056,2312,0,6926,3079,20723,33059,21959,2410,47426,3304,6654,3349,47540,47861,2597,47246,0,1728,4078,4517,5103,24903,7087,3314,0,50226,47452,7887,2036,484,8764,0,45568,27226,50300,46099,47164,3523,10425,3294,31082,10041,752,45558,49368,3549,0,5133,39801,47230,52223,4072,49463,3542,58222,6824,903,53609,6548,10858,4415,0,37789,54860,2268,2436,630,28548,17080,8522,2023,6597,9744,21156,12281,14204,0,28124,2976,2516,12507,3030,12871,3407,24473,2242,3384,1835,13923,3046,6048,0
2020-09-28 10:10:59,0,3144,23048,2718,36762,37153,2172,2806,8594,35602,34358,34942,36166,20644,26688,0,28715,26702,26238,4436,2133,26331,1374,2780,27014,26965,24587,26086,2624,1638,0,1172,2052,2618,1472,3482,2432,0,16528,2994,16038,12381,2718,3748,5156,0,26681,6934,2300,20313,9615,43053,45402,42802,2842,6421,2696,3560,39008,27761,0,4986,3066,8052,19911,1746,4357,32913,35235,33176,7267,701,2502,49137,36793,0,2831,11469,13551,639,49794,52707,36662,3714,19494,18651,18850,3383,4846,2646,0,2739,2672,1764,20554,12093,17561,3447,29870,3251,1817,32158,10201,3532,1694,0,6251,2215,18343,32158,33652,2352,42993,3521,7306,4714,42059,44895,2564,43341,0,1584,3438,3844,2684,26879,6786,2947,0,51234,48816,6813,1964,323,8401,0,48094,33366,49469,45553,46714,3590,5555,3294,28827,8694,774,48769,49231,3513,0,6810,45258,48682,54156,4066,55649,3528,58222,11404,1376,57699,6740,8897,4625,0,39086,55388,2286,2428,630,27968,12627,9092,2093,6229,9105,28054,18450,17884,0,27650,2592,2997,6914,2974,15757,3505,24272,2195,3137,1764,10310,3111,7983,0
2020-09-28 10:11:59,0,3424,29832,2790,37181,35828,2222,2930,7422,36585,34358,34569,37170,11830,25783,0,27896,25296,26247,4593,2002,27049,2197,6045,27013,27992,25648,26692,3324,1616,0,1680,2052,3997,1580,2109,1752,0,17525,3108,17246,13038,2790,3734,6792,0,26299,7124,2250,19343,8815,43595,43946,44148,3022,6363,2901,3586,37761,11276,0,4665,2855,8640,22485,1764,3924,24894,35217,30700,5180,520,2516,48437,26670,0,2839,13990,10700,465,49166,50088,50587,3124,22151,19819,21499,3064,4071,2682,0,2269,2754,1782,20554,8151,8321,3300,29900,6138,1816,31996,9349,4026,2445,0,6458,3572,17904,33059,33154,2350,34484,4916,5892,3679,46378,33838,2624,34275,0,1724,3380,4760,2730,27513,9849,3114,0,49859,49266,5856,1915,362,8396,0,48654,28106,49756,45051,45217,4069,5193,3290,30521,7913,774,50032,46948,4319,0,4351,45521,48710,53688,4411,54398,3492,58236,5125,714,56784,5546,7143,4865,0,50358,53088,2322,3662,630,28182,18310,8540,1970,8610,10826,21845,14805,20269,0,27172,4349,2480,3940,3056,16636,3352,23879,2397,4749,1746,16690,3130,6037,0
2020-09-28 10:12:59,0,3429,25769,2664,34708,36426,2187,2934,7410,33886,35792,34654,35530,25232,26224,0,28718,24934,8460,4219,1923,28173,1248,2492,26567,27017,25867,27008,3757,1656,0,1453,2012,2978,1522,3508,1775,0,12609,3119,16214,16633,5948,3721,13657,0,13681,6605,2287,22918,9049,42636,43950,34788,2835,6275,2588,4872,37157,26399,0,5171,2532,11022,22095,1782,6078,23713,36112,27749,4574,745,2585,49559,38244,0,2790,11964,12227,527,50221,52562,41224,3271,22095,20317,21451,2553,4573,2674,0,2139,2733,1782,20090,12938,19333,3723,31090,9886,3807,31255,7803,4127,2424,0,7472,3070,23830,32606,30266,2940,36093,3540,9113,3150,47144,34773,2593,35461,0,1710,3384,5107,3113,22672,2966,2987,0,49823,49771,4731,1948,265,9849,0,49104,26067,48849,44837,46768,3525,17784,4127,31386,6867,770,49909,48341,3603,0,6040,48879,48222,52332,4356,54380,7738,58395,7460,1126,57372,5596,8654,4743,0,51347,54896,4504,2731,644,28312,20377,9014,1885,7060,5993,20341,19619,15624,0,27186,2960,2502,2738,3030,18488,3563,25011,2016,3316,1760,13617,3079,9051,0
2020-09-28 10:13:59,0,3203,20841,2584,35317,35478,2154,2820,10862,33688,35328,34176,36542,17946,27166,0,29410,26727,23234,2445,1915,26425,1663,5388,27013,27500,25710,27012,3486,1670,0,1545,2016,3038,1520,2997,2000,0,17095,3005,16600,13411,4658,3776,3359,0,22245,6443,2824,23541,9977,42644,43928,40990,3146,6195,2628,3759,37354,12971,0,4953,2731,8291,19266,1782,4725,35250,35616,34079,4000,540,2462,50609,29327,0,2835,14514,3524,438,51033,54776,40985,3617,22362,21130,21728,2334,4728,2646,0,3065,2688,1760,20076,12455,22165,3975,29790,6950,3347,32655,11529,3735,1936,0,7576,2316,13932,32138,22105,2951,35869,3579,6912,4118,45698,36270,2544,35875,0,1706,3452,4064,2754,31629,3024,3228,0,49867,49962,4594,1940,361,8450,0,48550,31055,34484,45553,45440,3540,6834,3790,28498,6617,756,47644,48490,3509,0,7189,45534,48218,53224,4076,56129,7793,57908,6305,1229,57856,6973,11955,4189,0,39231,55884,3364,3215,630,27816,18143,8944,1840,6253,6371,20844,15299,18432,0,27650,2418,2498,4931,3084,13777,3063,24519,2086,2868,1764,14660,3237,9741,0
2020-09-28 10:14:59,0,3114,21805,2664,36088,36071,2158,3278,5204,34897,34850,34242,36058,15283,26224,0,26312,26386,25232,11328,1920,26686,1244,2628,26549,26544,25578,27002,3402,1620,0,1164,2016,2967,1500,2144,1465,0,17107,2921,17418,12519,5730,5653,4360,0,22050,7467,4641,21683,10215,42208,43932,42772,2901,5939,2642,3794,35368,11288,0,4600,2764,8520,22876,1782,4583,35164,35412,28839,7823,863,2382,49305,32884,0,4124,11216,4282,713,50853,54586,43346,3693,22380,21102,21736,2310,3871,2660,0,2252,2759,1746,20568,13556,22110,2891,30670,3564,1833,31593,8394,4020,1906,0,7346,3067,16279,32588,18108,2546,25116,3561,6991,3869,46044,28144,2696,25516,0,1710,3492,4418,4287,20223,3038,3202,0,15790,48911,7350,1832,345,9421,0,48148,30411,49323,46066,46746,3618,7026,3472,26701,9126,788,48318,49964,3830,0,9666,44343,48168,52300,4016,56308,7562,58962,8391,852,56870,6839,11669,3987,0,53413,53940,3757,2702,630,29272,17923,8994,1927,6449,12519,21082,15594,9084,0,27682,4303,2224,2799,2782,12949,2836,23832,2070,4735,1831,13914,3106,9150,0
2020-09-28 10:15:59,0,3429,21375,2790,36208,36618,2148,2680,2916,33078,33213,31786,36650,21196,25760,0,29410,26855,25575,3226,1892,26938,1248,2108,27495,27495,25424,27452,6874,1709,0,1250,2016,3369,1522,3494,1393,0,17665,5611,18072,12412,4094,3725,3584,0,28177,8717,2250,26693,8905,28384,43932,42605,2904,6600,2628,3549,35426,10639,0,5208,2619,10711,23323,1782,4992,35993,34774,30433,5445,783,2561,49749,32080,0,3200,12873,3942,607,49677,44386,36684,3197,22344,21116,22216,2250,4497,2703,0,2026,2662,1764,20554,9927,22594,4023,31062,4689,3298,31252,8986,3347,2420,0,7255,3780,19647,21768,19642,2446,34585,3532,5491,5364,46365,34731,2482,35797,0,1710,3402,3636,4932,32260,8085,2940,0,6496,49880,6471,3240,306,7993,0,48220,20714,46770,6323,46286,3588,8291,3364,31736,8376,774,46575,48906,3639,0,6067,43903,48186,52746,5426,55422,3528,57829,4106,1108,56874,5130,6217,4153,0,40536,55388,5040,2453,648,27109,17957,8598,1878,7832,10687,19656,18448,18225,0,28128,2865,2234,4254,2832,19857,3360,24024,2450,3430,754,18017,3121,6548,0
2020-09-28 10:17:00,0,3119,22141,2754,37026,36546,2118,2863,3720,33295,34836,35123,36180,11986,27616,0,29396,26730,26825,3208,1839,26980,1280,2021,27505,23087,25839,27022,3043,1656,0,1167,1998,3340,1462,2138,2485,0,18536,18128,16546,3280,2754,3615,8900,0,28444,7336,2250,37026,8071,39855,44448,43714,3066,6061,2664,3567,30812,13555,0,4829,2632,6868,22579,1728,5049,35765,38516,24302,5214,1120,2569,49886,26375,0,3042,10853,3574,601,50326,50229,35651,3126,22362,21084,21754,2250,3581,3438,0,3208,2712,1746,20554,11013,23128,3032,28854,3506,2167,31620,8687,3342,2264,0,7603,2423,18746,27189,22675,2432,30497,3814,5751,3128,45713,31123,3736,30769,0,1688,3448,3668,9817,16215,8163,3196,0,9894,48257,7294,2334,271,8955,0,48158,27097,48284,16998,47196,3790,5532,4254,31783,9072,774,46663,51308,3577,0,9334,44123,47772,52403,4311,53861,3542,58256,5228,1016,56189,5672,9336,4329,0,38519,52998,5438,2746,648,27622,18969,5284,1889,8917,8001,20176,15134,20201,0,28128,2697,2496,3575,2999,17684,3347,23391,1995,3071,895,17833,3021,8130,0
2020-09-28 10:18:00,0,3119,15617,2750,36676,24235,2207,2855,2862,33952,35328,34727,37152,23690,26688,0,28905,25779,25358,2218,1918,27832,2893,1967,29933,26500,25043,27008,1686,1652,0,2033,2395,4620,1462,2402,2861,0,18467,3060,17584,2710,2750,3994,6716,0,27889,6792,2300,12061,8519,41606,43928,43128,2821,6403,2904,4325,34293,8309,0,4542,2983,8501,22104,1764,5850,38209,38330,28765,5399,1045,2536,47987,27471,0,3150,12436,5205,617,51261,46200,36071,3272,22362,22068,21710,2282,5254,4851,0,2405,2653,1760,20076,16446,22106,3207,30136,3442,2561,32583,11771,3987,1904,0,7995,2972,20231,23987,20967,2412,36322,3816,7248,3164,44689,37199,2906,36736,0,1692,3438,3762,8928,27113,8370,4935,0,26148,49457,6507,2149,328,9262,0,49104,34225,46544,6883,46764,3703,4884,3618,30994,8336,756,46990,49424,3603,0,7754,36514,47726,53692,4027,55370,3510,57718,7784,1376,56875,7168,9270,4803,0,38904,54436,2304,2712,644,27776,19194,5766,1868,5799,8186,20170,15800,17108,0,27186,3342,2498,2372,3183,25966,3276,23865,2055,4290,811,12649,3082,9039,0
2020-09-28 10:19:00,0,3133,28012,2754,35995,5867,2094,2803,2948,26460,35314,34796,35646,18036,25774,0,28700,26702,26392,1256,1854,26003,1249,6608,26696,26481,25720,27022,1962,1638,0,1445,2016,3279,1430,5664,2229,0,16811,3218,17022,2909,2754,3483,4588,0,27949,6941,2282,25507,3957,35179,42462,43442,3129,6392,2606,3410,35735,9425,0,5139,2525,10615,23289,1764,4643,38554,39380,25513,5908,1002,2550,47919,22748,0,2874,12137,10432,622,50858,49830,48947,3118,22358,21084,21230,2282,4116,2682,0,2192,2643,1782,20076,7640,22056,3686,31500,3402,3454,32555,9950,3734,1405,0,7103,3887,17467,28071,20392,2389,36337,3923,6685,3264,38677,36385,2775,35637,0,1728,3420,4559,8198,13382,7701,3527,0,50340,49457,7508,2311,319,8775,0,48588,30376,46418,4711,45035,3791,7575,3266,28856,9415,756,50312,48432,4972,0,5727,45239,48232,53692,4102,53405,3564,58727,4549,797,55764,6583,11466,4292,0,52988,55374,2250,2409,630,28580,18103,9037,1814,7358,10251,24708,12359,20684,0,27632,2877,2280,3152,3049,25966,3735,23943,2211,3142,661,13641,3113,11334,0
2020-09-28 10:20:00,0,3164,32060,2772,36766,14086,3465,3045,2912,35978,35328,35314,36668,14348,25783,0,29428,26242,26348,1057,1862,26102,5028,1631,27969,26821,25096,27504,2042,1688,0,1111,1998,3144,1497,3973,3107,0,8545,7735,17570,2723,2772,4384,3215,0,28405,7207,2232,22991,3922,41016,30994,41989,2818,6385,2700,4333,38519,13104,0,5102,2673,7856,23377,1764,4843,38461,35270,33260,6928,1008,2334,49518,38313,0,2894,11771,10408,582,50065,50769,48503,3391,21655,21544,21025,2232,5174,2664,0,4034,2698,1746,17988,11621,22074,3704,29466,2964,1951,16787,8404,4232,2237,0,6502,3026,21730,31219,17829,2371,35129,3287,6540,3198,45240,37013,2908,35455,0,1746,3420,6882,9264,26135,8227,2996,0,50346,49266,6307,1922,464,10450,0,49582,23772,47766,5831,47388,3555,8909,3404,32665,7941,770,48421,48026,3621,0,8466,46906,48204,53710,5895,51024,3528,58427,6944,1144,56856,5235,6054,4915,0,48030,53462,2304,2648,630,28236,17156,8522,1834,7310,5063,28550,21886,11543,0,27754,2688,2298,3098,2745,25500,3277,23919,2302,3078,528,16741,3025,2489,0
